Number One,Number Two,Their GCD,Time Spent (Milliseconds)
732509,225616,1,0.0002
864500,385633,1,0.0002
808478,357453,1,0.0003
772394,848816,2,0.0002
10189,762803,1,0.0002
516124,344651,1,0.0002
970674,479653,1,0.0002
90414,970680,6,0.0002
4029,453958,1,0.0001
35526,648588,6,0.0001
197257,775650,1,0.0002
13992,492803,1,0.0001
971211,435458,1,0.0002
520774,627524,2,0.0002
165774,639081,3,0.0002
145483,749236,1,0.0002
277125,894002,1,0.0002
696915,581381,1,0.0002
956796,397600,284,0.0002
711268,303835,1,0.0001
127546,786575,1,0.0002
410877,58982,1,0.0002
558595,368999,1,0.0002
737270,913446,2,0.0003
440495,517420,5,0.0002
778353,787316,1,0.0002
90279,774936,9,0.0002
917633,737347,1,0.0002
458841,698637,3,0.0002
813164,109133,1,0.0002
777087,556980,3,0.0002
196769,593346,1,0.0002
555081,381666,3,0.0002
896192,264638,22,0.0003
150146,347329,1,0.0002
574000,711412,4,0.0002
200720,723717,1,0.0002
201061,512240,1,0.0002
214824,844750,2,0.0002
531220,180690,10,0.0002
315880,171820,20,0.0002
743149,617404,1,0.0002
419555,622567,1,0.0001
739349,771438,1,0.0002
875294,711618,2,0.0002
827091,734149,1,0.0002
983164,390798,2,0.0002
944350,518940,10,0.0001
567492,481149,3,0.0002
876040,120625,5,0.0002
311328,670721,1,0.0002
96541,773706,1,0.0002
901609,900011,1,0.0002
121938,350712,6,0.0002
718953,914314,1,0.0002
608542,58817,11,0.0002
897547,468372,1,0.0002
525906,142480,2,0.0003
570104,124789,1,0.0002
64158,184630,74,0.0002
48769,772919,7,0.0001
466436,966187,1,0.0001
550263,777713,1,0.0002
660719,153036,1,0.0003
576090,953721,9,0.0002
358852,32780,4,0.0002
457529,45792,1,0.0002
34469,269434,1,0.0003
583125,961429,1,0.0002
444851,920899,1,0.0002
492535,54644,1,0.0001
681105,28337,1,0.0002
474009,233884,1,0.0001
710358,304395,3,0.0001
114956,720860,4,0.0002
479476,703743,1,0.0002
763778,356208,2,0.0002
141088,608497,1,0.0001
556757,987729,1,0.0002
239887,127863,1,0.0001
766674,179817,3,0.0002
776919,151932,33,0.0001
643227,148337,1,0.0002
75313,847631,1,0.0002
581162,169639,1,0.0001
923850,187861,1,0.0002
473240,57856,8,0.0002
341829,183410,1,0.0002
812782,360352,2,0.0002
331235,832942,1,0.0001
547014,132992,2,0.0001
297707,265992,1,0.0002
109163,217386,1,0.0002
33046,182221,13,0.0002
612667,158516,1,0.0002
219154,709725,1,0.0002
535445,884741,1,0.0002
871300,639499,1,0.0003
842001,699434,1,0.0002
210097,249238,1,0.0003
244682,607625,1,0.0001
692914,415956,2,0.0001
43045,473400,5,0.0001
249497,667832,1,0.0002
561341,905849,1,0.0002
658607,283275,1,0.0002
419119,78287,1,0.0002
681910,385421,1,0.0001
978612,763331,1,0.0002
72384,549483,3,0.0002
525031,296648,1,0.0002
223419,929202,3,0.0002
104266,170976,2,0.0002
810195,388592,1,0.0003
980555,307328,1,0.0001
597679,798284,1,0.0002
722272,950577,1,0.0002
237105,755644,1,0.0001
222422,47584,2,0.0002
627091,693837,1,0.0002
304945,850456,1,0.0002
907037,133369,1,0.0002
399428,851285,1,0.0002
589174,607873,1,0.0001
985919,274620,1,0.0002
382750,576643,1,0.0002
478732,85604,4,0.0002
126835,882524,1,0.0002
181557,903630,3,0.0002
465614,360386,2,0.0002
17927,171483,13,0.0001
726756,150337,1,0.0002
203769,187063,1,0.0002
206946,383020,2,0.0002
429494,939299,1,0.0002
281127,543862,11,0.0001
783,49886,1,0.0001
519025,339848,1,0.0002
428522,876615,1,0.0002
263756,983059,1,0.0002
578385,53319,3,0.0002
625642,845986,2,0.0002
12035,270163,1,0.0001
873417,344435,1,0.0002
480840,516257,1,0.0002
734798,570613,1,0.0002
456195,267750,255,0.0002
934429,342263,1,0.0002
800976,645791,41,0.0002
787824,255551,1,0.0002
66968,160348,4,0.0002
222933,786558,3,0.0002
172331,221176,1,0.0002
740288,964732,4,0.0001
882070,37308,2,0.0001
259816,425115,47,0.0002
256155,366556,1,0.0001
858712,804648,8,0.0001
94021,227726,1,0.0001
472738,156710,2,0.0001
122744,219083,1,0.0002
821788,232941,1,0.0002
120059,359991,1,0.0001
654661,664378,1,0.0002
188342,542847,1,0.0002
169013,100510,1,0.0003
676944,162480,48,0.0002
411799,874557,1,0.0002
381986,201714,2,0.0003
644977,987116,1,0.0002
796011,936179,1,0.0002
786407,705857,1,0.0002
250948,311683,1,0.0002
370286,124305,1,0.0002
955641,613195,1,0.0002
798945,566694,3,0.0002
961317,273912,3,0.0003
596583,483304,1,0.0002
833934,398536,2,0.0002
363272,377026,26,0.0002
742321,534528,1,0.0003
800291,777844,1,0.0002
952675,288012,1,0.0002
708801,184517,1,0.0002
307610,919740,10,0.0002
81165,225071,7,0.0001
386324,70210,2,0.0001
475901,133318,1,0.0002
504633,781223,1,0.0002
67871,462191,1,0.0003
418126,572098,2,0.0001
797638,14375,1,0.0002
86750,767593,1,0.0002
189082,882625,1,0.0002
637456,457417,1,0.0002
268728,793695,3,0.0002
197012,741676,4,0.0001
400987,68725,1,0.0002
118235,162487,13,0.0002
940765,326837,7,0.0002
802516,152723,1,0.0002
498877,822125,1,0.0002
164592,387345,3,0.0002
325890,657821,1,0.0002
630378,496378,2,0.0002
106955,943016,1,0.0003
259036,602876,4,0.0002
220227,658177,1,0.0001
918540,268465,5,0.0003
754744,136868,4,0.0002
606363,249176,1,0.0002
958543,636140,1,0.0001
163444,427490,2,0.0001
78462,872272,2,0.0001
156085,115481,1,0.0002
547785,925127,7,0.0002
213516,667457,1,0.0002
628677,853979,7,0.0002
173375,384700,25,0.0002
667412,599863,1,0.0002
649142,236959,1,0.0002
895138,873344,2,0.0002
561451,204145,1,0.0001
463183,853215,1,0.0002
388720,413665,5,0.0002
910936,441783,1,0.0002
29928,631423,1,0.0001
764425,286868,1,0.0002
566677,400679,1,0.0002
74483,140659,1,0.0001
676148,452841,1,0.0002
741925,343126,1,0.0002
118707,77106,3,0.0002
823477,67501,1,0.0002
940061,533110,1,0.0003
539977,452714,1,0.0002
674674,198426,2,0.0001
884256,663474,6,0.0001
822309,595356,3,0.0002
858364,16360,4,0.0002
93583,583462,1,0.0001
580336,522403,1,0.0002
137912,251549,1,0.0002
850188,343632,12,0.0002
746896,133466,2,0.0004
81457,390168,1,0.0003
205867,496613,1,0.0002
430490,595271,1,0.0002
832622,944760,2,0.0002
979158,891528,6,0.0002
675224,442358,2,0.0002
299482,203694,2,0.0002
577360,137546,2,0.0002
210459,832711,73,0.0002
25171,927878,1,0.0003
887130,68395,5,0.0002
154356,519982,2,0.0002
242164,290267,1,0.0002
620745,647125,5,0.0002
580385,634132,1,0.0002
593959,470338,1,0.0002
289124,704300,4,0.0002
364931,684358,1,0.0002
761276,462980,4,0.0002
233773,640362,1,0.0002
490058,854976,2,0.0002
408868,824406,2,0.0002
521710,993428,2,0.0003
204751,709599,1,0.0003
558254,116668,2,0.0002
672657,510780,3,0.0002
61699,845050,1,0.0003
804491,309904,1,0.0003
307506,972224,2,0.0003
869692,384094,2,0.0003
318353,73133,1,0.0002
393806,38913,7,0.0003
135176,583453,1,0.0002
823916,298087,1,0.0002
332389,245842,1,0.0002
2560,306836,4,0.0002
104794,945164,2,0.0002
113305,558049,1,0.0002
737294,886084,2,0.0003
573878,475092,2,0.0002
801425,700458,1,0.0002
702064,460029,1,0.0003
736551,928427,1,0.0002
459403,2877,7,0.0002
955625,505317,1,0.0003
768582,420055,1,0.0002
814354,504896,2,0.0002
54474,271098,6,0.0002
766270,973825,5,0.0002
311951,423916,1,0.0002
536455,557260,5,0.0002
116577,325764,9,0.0002
146386,964150,2,0.0001
975774,958757,1,0.0002
134918,781589,1,0.0003
140638,799988,2,0.0002
468418,828249,1,0.0003
978093,1665,9,0.0002
471160,213071,1,0.0003
847457,938994,1,0.0002
621938,942348,2,0.0002
604150,210904,2,0.0002
570571,852963,1,0.0002
158818,623443,1,0.0002
917899,424669,1,0.0002
282989,449594,1,0.0003
205982,493722,2,0.0003
267589,902153,7,0.0002
265315,822440,5,0.000201
829649,832811,1,0.0002
579076,250573,1,0.0003
545194,851220,2,0.0003
819590,238628,2,0.0003
749279,415440,1,0.0002
606551,215131,1,0.0002
136708,396245,1,0.0002
974436,801975,3,0.0002
647345,804623,1,0.0002
162818,543508,2,0.0002
310445,902635,5,0.0002
154537,657621,1,0.0002
833969,792138,1,0.0003
376818,162424,2,0.0002
170436,781416,12,0.0002
63374,579547,1,0.0002
195627,539122,1,0.0002
47810,133417,1,0.0002
765921,485034,3,0.0003
496708,720501,1,0.0002
466208,549240,8,0.0002
838318,497247,1,0.0002
595281,46755,3,0.0002
369151,616879,1,0.0003
155717,237721,1,0.0002
779522,117811,1,0.0003
935823,535549,7,0.0002
470412,612434,2,0.0003
248190,700717,1,0.0002
319441,469771,1,0.0002
37302,650734,2,0.0002
83426,120550,2,0.0002
903982,861981,1,0.0002
532894,997167,1,0.0002
758908,11698,2,0.0001
772833,640010,1,0.0002
138988,641370,2,0.0002
237161,708176,1,0.0002
859628,535967,1,0.0003
157684,648841,1,0.0003
961354,554688,2,0.0003
570016,8806,2,0.0002
222335,720740,5,0.0002
493347,480731,1,0.0002
304931,732797,1,0.0002
282341,251737,1,0.0003
44544,123386,2,0.0002
773884,130219,1,0.0002
88396,803399,1,0.0003
470560,709829,1,0.000201
817314,629512,2,0.0003
547830,771087,3,0.0003
746343,75553,1,0.0002
762575,273271,1,0.0002
863976,364173,3,0.0002
776272,402672,16,0.0002
47908,324919,7,0.0003
16420,738058,2,0.0002
152325,771592,1,0.0002
175615,879838,1,0.0002
670067,46950,1,0.0002
422987,343659,1,0.0002
554012,700074,2,0.0003
250798,364460,2,0.0002
550218,356536,2,0.0003
889855,9859,1,0.0001
133825,69700,25,0.0001
165918,588850,2,0.0002
945923,774008,1,0.0003
672565,719537,1,0.0003
690567,932958,3,0.0002
506791,1082,1,0.0002
754827,43451,1,0.0003
581937,551310,3,0.0002
285077,293827,1,0.0002
277610,449687,1,0.0002
602472,42308,4,0.0002
56097,64516,1,0.0002
631723,153846,1,0.0002
380365,250588,1,0.0003
961596,997465,1,0.0002
59420,323517,1,0.0001
523880,846647,1,0.0002
40358,795561,1,0.0002
227513,21971,1,0.0002
819131,238330,1,0.0002
578454,714655,1,0.0002
657858,6832,2,0.0002
731305,41342,1,0.0002
448653,518002,1,0.0002
426596,299210,2,0.0002
538232,391092,4,0.0003
584933,670766,1,0.0002
910001,597270,1,0.0002
830524,165376,4,0.0002
798602,41728,2,0.0002
139674,347422,2,0.0002
847775,722265,5,0.0003
486368,763115,1,0.0002
384853,46264,1,0.0002
527709,866274,3,0.0002
135226,719907,1,0.0002
429970,557865,5,0.0003
407048,430449,1,0.0002
516652,686362,2,0.0002
676258,679310,2,0.0001
987105,644607,3,0.0002
841811,510835,1,0.0003
815027,569649,1,0.0003
301760,707215,5,0.0002
869725,689274,1,0.0003
818855,579804,1,0.0003
655129,54691,1,0.0003
159521,232077,1,0.0001
640467,694755,9,0.0002
180159,927254,1,0.0004
914782,647471,11,0.0003
271727,683513,1,0.0003
342424,882975,1,0.0003
746139,203567,1,0.0002
217055,370412,1,0.0003
171986,133684,2,0.0002
632066,174301,1,0.0003
873668,706948,4,0.0003
189630,912776,2,0.0003
989787,422381,1,0.0003
989146,317399,1,0.0002
554879,234390,13,0.0002
300573,615161,1,0.0003
262438,722904,2,0.0002
332648,944341,1,0.0002
12566,304865,1,0.0002
730456,689505,1,0.0003
718884,418479,3,0.0002
504974,941063,1,0.0002
217635,875056,1,0.0003
465004,276880,4,0.0001
398505,851475,15,0.0003
530507,437910,1,0.0003
447457,380950,1,0.0003
603887,133471,1,0.0003
90621,55442,1,0.0003
663166,480406,2,0.0002
888330,920460,30,0.0001
155474,302252,2,0.0002
219238,541767,1,0.0002
639843,305642,1,0.0003
220672,59404,4,0.0002
602643,985926,3,0.0002
56770,799412,2,0.0002
878259,518605,1,0.0003
545259,297645,3,0.0002
446085,751219,1,0.0002
155253,719295,3,0.0002
122423,741920,1,0.0002
214000,559601,1,0.0003
820270,913898,2,0.0003
815148,645329,1,0.0002
845211,630944,1,0.0002
113056,922538,2,0.000101
194246,170216,2,0.0002
987441,33573,3,0.0002
202065,101690,5,0.0002
863554,121903,1,0.0002
276991,929166,1,0.0003
203166,205609,1,0.0002
487080,710797,1,0.0002
819001,767131,1,0.0002
448746,455933,1,0.0002
34951,364737,1,0.0002
315188,849371,1,0.0002
712415,935601,1,0.0003
779546,633114,2,0.0002
956709,114251,1,0.0002
895309,956033,1,0.0002
906786,650533,1,0.0002
857959,444115,1,0.0002
591976,10230,682,0.0002
31252,443566,2,0.0002
470914,280242,2,0.0003
821923,119409,1,0.0003
269401,475861,1,0.0002
911649,93063,3,0.0003
533285,611669,1,0.0003
956291,883414,7,0.0002
819029,842135,1,0.0003
731225,917455,55,0.0002
312718,61214,2,0.0003
692429,736681,1,0.0003
619865,589259,1,0.0002
477639,614365,1,0.0002
437376,568870,2,0.0002
171969,165220,1,0.0002
635269,301292,1,0.0002
594798,872307,3,0.0003
277415,524026,1,0.0001
620255,904101,1,0.0002
846289,792675,1,0.0002
290857,832176,1,0.0002
822067,694345,1,0.0002
117088,457053,1,0.0002
800726,461234,2,0.0002
545356,157492,4,0.0002
660374,708484,2,0.0002
978295,52054,1,0.0002
316114,84127,1,0.0002
400537,224388,1,0.0003
889306,415841,1,0.0002
125312,683444,4,0.0002
98277,153301,1,0.0002
975807,670623,3,0.0002
866628,539404,4,0.0002
593871,52494,3,0.0002
886359,918821,1,0.0002
321445,890823,1,0.0003
788190,479330,10,0.0002
654790,832979,1,0.0002
476312,703821,1,0.0002
618947,693925,1,0.0002
764735,734787,1,0.0002
769407,522195,3,0.0003
917697,211879,1,0.0003
831059,181527,1,0.0003
617781,924182,1,0.0002
989927,859460,1,0.0003
806951,286549,1,0.0003
423155,551507,1,0.0002
67166,993893,1,0.0003
193896,766126,2,0.0002
883389,201934,1,0.0002
649873,893034,1,0.0002
697958,231900,2,0.0002
140396,746987,1,0.0003
131319,161750,1,0.0002
175142,98007,1,0.0001
564896,524771,1,0.0002
32985,461997,9,0.0002
641541,135843,3,0.0002
897687,994016,1,0.0003
99738,556427,1,0.0003
485330,38532,2,0.0002
466464,484054,2,0.0002
371977,838428,1,0.0003
408979,844743,1,0.0003
541828,665820,4,0.0001
148783,136369,1,0.0003
468581,88543,1,0.0003
633317,40695,1,0.0002
440158,258295,1,0.0002
787411,94626,1,0.0002
543703,772652,1,0.0002
543556,764536,4,0.0002
932376,681275,1,0.0002
22197,819056,7,0.0002
271496,451028,4,0.0002
63217,278281,1,0.0003
786812,177348,4,0.0003
737039,471084,1,0.0003
965399,834755,1,0.0002
726876,722158,2,0.0001
780063,609173,1,0.0002
129944,183657,1,0.0002
144774,416550,6,0.0003
139243,629946,1,0.0002
537005,195024,1,0.0003
735715,169654,1,0.0002
817787,995963,1,0.0003
654775,78189,1,0.0002
371403,871009,1,0.0003
968230,731921,1,0.0002
438503,424561,1,0.0003
663828,450205,1,0.0002
393778,483597,1,0.0003
725170,658607,1,0.0002
465890,419106,2,0.0002
470319,210724,1,0.0002
80744,952299,1,0.0002
521935,667587,1,0.0002
402962,585192,2,0.0003
587728,66798,2,0.0002
365550,667793,1,0.0003
433468,188046,2,0.0003
756884,318151,1,0.0002
104277,811906,1,0.0002
575588,33659,1,0.0002
107228,913389,1,0.0002
949381,816264,1,0.0002
474419,898435,1,0.0003
483827,474810,1,0.0002
329597,100315,1,0.0003
687083,539901,1,0.0003
450000,784015,5,0.0002
959259,274386,21,0.0001
879554,106193,1,0.0002
103607,726989,1,0.0002
958412,843032,4,0.0002
609865,222075,5,0.0002
138764,339422,2,0.0002
626104,464047,1,0.0002
214268,411360,4,0.0003
74220,901233,3,0.0002
322309,182483,1,0.0002
128244,344411,1,0.0002
945235,909976,1,0.0002
18935,639200,5,0.0002
131977,272385,1,0.0002
92583,354201,3,0.0003
60168,573054,6,0.0003
311408,783862,2,0.0002
464530,753207,1,0.0002
865610,909007,1,0.000201
570914,186056,2,0.0003
750865,596908,1,0.0002
517410,620286,6,0.0001
230158,606163,1,0.0003
332466,910284,6,0.0002
249104,16786,2,0.0002
532673,98783,1,0.0002
734586,916856,2,0.0001
659963,539534,1,0.0002
155278,309057,1,0.0001
189179,814880,1,0.0002
803219,716479,1,0.0002
876455,583962,1,0.0002
9919,172314,1,0.0002
499626,144773,1,0.0002
124147,210464,1,0.0002
661902,498927,3,0.0002
489724,969797,1,0.0002
382783,357841,1,0.0002
398202,285144,6,0.0002
70362,851827,1,0.0001
243752,76381,1,0.0002
695625,722979,3,0.0002
166296,773953,1,0.0001
901397,72080,1,0.0001
573812,263920,4,0.0002
723097,371025,1,0.0002
987216,131397,3,0.0002
428832,695074,2,0.0002
58755,482657,1,0.0002
608459,984144,1,0.0003
402323,834319,1,0.0002
327279,107309,1,0.0001
485655,114469,1,0.0002
778244,570095,1,0.0003
35449,76976,1,0.0003
451875,626135,5,0.0002
249197,776369,1,0.0002
571490,465729,1,0.0002
701386,857621,1,0.0002
670625,911271,1,0.0002
680158,721831,1,0.0001
549927,102115,1,0.0002
291668,385372,52,0.0002
195232,718760,8,0.0001
653580,651988,4,0.0001
69903,12025,1,0.0002
903002,64920,2,0.0002
217347,977721,3,0.0002
81516,443337,3,0.0002
112899,345880,1,0.0002
787640,842503,1,0.0003
354049,513134,1,0.0002
445865,735303,1,0.0002
528297,750987,3,0.0002
864167,234075,1,0.0002
280807,550276,1,0.0002
704570,169122,2,0.0001
779221,950896,1,0.0002
871199,76315,1,0.0002
716523,155591,1,0.0002
878227,968127,1,0.0001
554108,522918,2,0.0002
373995,270673,1,0.0002
268639,900358,1,0.0002
682739,797467,1,0.0002
143877,399887,1,0.0003
983093,441371,17,0.0002
86669,311859,1,0.0003
860282,232153,1,0.0002
252776,422199,19,0.0002
62219,715109,1,0.0001
509073,666123,3,0.0001
988004,725013,1,0.0002
123523,261810,1,0.0002
778088,400740,4,0.0002
483009,706810,1,0.0002
339960,382284,12,0.0001
400681,990169,1,0.0002
833559,135156,3,0.0002
141080,956795,5,0.0003
823246,943370,2,0.0002
60845,765752,1,0.0002
518549,235862,1,0.0002
343903,587695,1,0.0002
728331,893472,3,0.0002
620159,193598,1,0.0001
615519,141934,1,0.0002
383205,136748,1,0.0002
151863,18067,1,0.0002
294011,460966,1,0.0003
589133,294069,1,0.0002
43095,136826,1,0.0002
460809,92321,1,0.0002
974726,869162,2,0.0002
479071,912585,1,0.0002
370425,355127,1,0.0002
439161,846682,1,0.0003
940935,337368,3,0.0002
597618,811632,6,0.0002
999783,452518,1,0.0002
907939,596176,1,0.0002
660622,274884,2,0.0002
797942,886596,2,0.0001
745813,797798,1,0.0002
996415,694495,5,0.0002
859296,811608,24,0.0002
472099,108749,1,0.0002
293591,988879,1,0.0002
254730,209003,1,0.0002
559261,360339,1,0.0002
237294,790747,1,0.0002
248411,205530,1,0.0002
281254,623665,1,0.0002
282955,958766,1,0.0002
557577,226515,3,0.0002
434221,846551,1,0.0002
513667,826681,1,0.0002
369972,42451,1,0.0001
846651,864662,1,0.0002
92119,80673,1,0.0002
166952,219497,1,0.0002
140055,251133,3,0.0001
214224,194401,1,0.0002
819967,39526,1,0.0002
856429,611657,1,0.0002
440149,275979,1,0.0002
810567,724902,3,0.0002
358985,818784,1,0.0002
794488,77094,2,0.0003
708338,824649,1,0.0003
180138,480549,3,0.0002
751463,461504,1,0.0002
204498,653978,2,0.0001
354883,412051,1,0.0002
505079,703632,1,0.0003
261396,400697,1,0.0002
870161,947947,1,0.0001
70809,174646,1,0.0002
359777,512216,1,0.0002
74117,633173,1,0.0001
834096,331769,1,0.0002
615411,40127,1,0.0003
35111,10070,1,0.0002
792607,979760,1,0.0002
373142,123153,1,0.0002
921897,204820,1,0.0002
987118,431007,1,0.0002
473380,876812,4,0.0002
391279,130151,7,0.0001
477612,943214,2,0.0001
463537,630545,1,0.0002
152743,776432,1,0.0002
815307,221913,3,0.0002
233230,571841,1,0.0002
568299,315988,1,0.0002
548712,879671,1,0.0002
57354,210182,2,0.0002
935910,406215,45,0.0001
430426,117493,1,0.0002
334639,921825,1,0.0002
370881,224239,1,0.0003
621348,729863,1,0.0002
257317,807311,1,0.0002
194157,929935,1,0.0003
922561,830204,1,0.0002
634082,455862,2,0.0003
665920,700310,10,0.0001
636956,979369,1,0.0002
610743,161374,1,0.0003
324901,941337,1,0.0002
451203,258144,3,0.0003
397155,821656,11,0.0002
17839,576302,1,0.0002
961849,603657,1,0.0002
416284,287252,4,0.0002
654259,861983,1,0.0002
392704,244434,2,0.0002
87251,788203,1,0.0002
982857,221995,1,0.0002
594859,152478,1,0.0002
224722,804582,2,0.0002
86809,553467,1,0.0002
958818,18882,6,0.0003
10566,153963,9,0.0001
473408,291543,1,0.0003
934346,512810,2,0.0002
585480,122624,8,0.0002
585750,889476,6,0.0002
371327,295350,11,0.0002
660015,470250,45,0.0002
634823,671669,23,0.0002
15882,369235,1,0.0002
875754,937753,1,0.0002
180412,235392,4,0.0002
162544,556659,1,0.0002
455206,906323,1,0.0002
543609,634994,1,0.0002
407127,84561,3,0.0003
981192,848064,24,0.0002
930585,262959,3,0.0003
354284,566661,1,0.0002
93960,755067,3,0.0002
255054,780363,3,0.0002
333696,497700,948,0.0001
949180,781710,10,0.0002
986271,108266,1,0.0002
737354,971415,1,0.0002
617688,931488,24,0.0002
574654,253989,1,0.0002
996339,443248,1,0.0002
704982,220327,1,0.0002
961996,610316,28,0.0001
862606,73057,1,0.0003
594779,933319,1,0.0003
855270,200039,17,0.0002
444746,654503,1,0.0001
942326,739681,1,0.0002
505534,11862,2,0.0002
594691,129532,47,0.0001
820574,454573,1,0.0002
29193,729185,1,0.0002
958539,536569,1,0.0002
629026,466340,2,0.0002
51200,11905,5,0.0002
927241,198174,1,0.0002
603915,835264,1,0.0003
659180,509772,92,0.0002
839424,116010,6,0.0002
483230,589788,2,0.0002
143887,36730,1,0.0002
891069,330823,1,0.0002
26571,499814,1,0.0002
912068,623934,2,0.0003
326270,845262,2,0.0002
996623,815243,1,0.0002
257412,497377,1,0.0002
628644,639900,12,0.0002
936026,807976,26,0.0002
578937,374595,3,0.0002
131761,442949,1,0.0002
421129,684859,1,0.0003
580732,314310,2,0.0002
354877,5669,1,0.0002
885194,901878,2,0.0002
984308,643600,4,0.0001
388996,636123,1,0.0002
809260,877370,10,0.0002
272175,780253,1,0.0002
118783,564931,1,0.0002
61493,633662,1,0.0002
715101,787295,1,0.0001
619529,62372,1,0.0001
804429,34915,1,0.0002
291709,223405,1,0.0002
892786,131181,1,0.0002
942303,932598,3,0.0001
217541,125847,1,0.0002
135051,707217,21,0.0002
775553,361344,1,0.0002
190988,771709,1,0.0002
477664,52565,1,0.0002
188816,126024,8,0.0002
